"Statistic","Median","HDPI_Lower","HDPI_Upper"
"medianDR",0.819519953045888,0.789775000463517,0.846997415152244
"minDR",0.0121339227191133,0.00739667073730909,0.0177967646824654
"maxDR",9.22785683609763,6.13857241690435,14.3086332446568
