"mean_tree_median","hpd_lower_95_median","hpd_upper_95_median","cutoff_95_all","mean_percent_5k","hpd_lower_95_5k","hpd_upper_95_5k"
522.45457544535,497.45797555,543.4646172,2942.82142225,97.4297317661242,97.2121760096444,97.6341169379144
