glottocode	taxon
sout2694	ALT
sout2697	AZB
bash1264	BAS
balk1254	BLKX
chuv1255	CHV
dolg1241	DOLG
gaga1249	GAGX
khak1248	HAK
yaku1245	JAK
kaza1248	KAZ
turk1303	KHAL
kara1467	KLPX
kirg1245	KRG
kara1464	KRMX
noga1249	NOGX
kumy1244	QUM
sala1264	SAL
shor1247	SHR
west2402	SJG
tata1255	TAT
kara1462	TOF
nucl1301	TRK
turk1304	TRM
tuvi1240	TUV
uigh1240	UIG
nort2690	UZB
