"","tip.labels","group"
"2568","mbya1239","Global"
"2569","xeta1241","Global"
"2570","east2555","Global"
"2571","tapi1253","Global"
"2572","west2640","Global"
"2573","coca1259","Global"
"2574","omag1248","Global"
"2575","nhen1239","Global"
"2576","guar1292","Global"
"2577","siri1273","Global"
"2578","yuqu1240","Global"
"2579","amun1246","Global"
"2580","urue1240","Global"
"2581","kari1317","Global"
"2582","kaya1329","Global"
"2583","juma1249","Global"
"2584","tenh1241","Global"
"2585","kama1373","Global"
"2586","araw1273","Global"
"2587","xing1248","Global"
"2588","avac1239","Global"
"2589","guaj1256","Global"
"2590","urub1250","Global"
"2591","emer1243","Global"
"2592","zoee1240","Global"
"2593","waya1270","Global"
"2594","para1312","Global"
"2595","suru1261","Global"
"2596","toca1235","Global"
"2597","tapi1254","Global"
"2598","temb1276","Global"
"2599","awet1244","Global"
"2600","sate1243","Global"
"2601","akun1241","Global"
"2602","saki1248","Global"
"2603","tupa1250","Global"
"2604","wayo1238","Global"
"2605","maku1278","Global"
"2606","kari1311","Global"
"2607","mund1330","Global"
"2608","arua1261","Global"
"2609","gavi1246","Global"
"2610","cint1239","Global"
"2611","suru1262","Global"
"2612","juru1256","Global"
"2613","karo1305","Global"
"2614","puru1264","Global"
"2615","amah1246","Global"
"2616","cash1254","Global"
"2617","shan1283","Global"
"2618","shar1245","Global"
"2619","yami1256","Global"
"2620","yawa1260","Global"
"2621","yora1241","Global"
"2622","capa1241","Global"
"2623","ship1254","Global"
"2624","chac1251","Global"
"2625","paca1246","Global"
"2626","maru1252","Global"
"2627","pano1254","Global"
"2628","isco1239","Global"
"2629","cash1251","Global"
"2630","kaxa1239","Global"
"2631","koru1247","Global"
"2632","kuli1255","Global"
"2633","mats1244","Global"
"2634","mati1255","Global"
"2635","arao1248","Global"
"2636","reye1240","Global"
"2637","taca1256","Global"
"2638","esee1248","Global"
"2639","cavi1250","Global"
"2640","iyoj1235","Global"
"2641","iyow1239","Global"
"2642","wich1262","Global"
"2643","wich1264","Global"
"2644","wich1263","Global"
"2645","maca1260","Global"
"2646","niva1238","Global"
"2647","anga1316","Global"
"2648","sana1298","Global"
"2649","leng1262","Global"
"2650","toba1268","Global"
"2651","guan1268","Global"
"2652","kano1245","Global"
"2653","bora1263","Global"
"2654","muin1242","Global"
"2655","nina1238","Global"
"2656","yano1261","Global"
"2657","yano1262","Global"
"2658","yaro1235","Global"
"2659","sanu1240","Global"
"2660","culi1244","Global"
"2661","deni1241","Global"
"2662","jama1261","Global"
"2663","paum1247","Global"
"2664","suru1263","Global"
"2665","mini1256","Global"
"2666","muru1274","Global"
"2667","nupo1240","Global"
"2668","ocai1244","Global"
"2669","cauq1239","Global"
"2670","jaqa1244","Global"
"2671","cent2142","Global"
"2672","sout2996","Global"
"2673","yura1255","Global"
"2674","qawa1238","Global"
"2675","tehu1242","Global"
"2676","yama1264","Global"
"2677","aika1237","Global"
"2678","chip1262","Global"
"2679","ayor1240","Global"
"2680","cham1315","Global"
"2681","chiq1248","Global"
"2682","kadi1248","Global"
"2683","moco1246","Global"
"2684","pila1245","Global"
"2685","toba1269","Global"
"2686","boro1282","Global"
"2687","chan1296","Global"
"2688","guat1253","Global"
"2689","kwaz1243","Global"
"2690","cayu1262","Global"
"2691","chay1248","Global"
"2692","jebe1250","Global"
"2693","movi1243","Global"
"2694","akaw1239","Global"
"2695","pata1262","Global"
"2696","pemo1248","Global"
"2697","macu1259","Global"
"2698","enap1235","Global"
"2699","chai1253","Global"
"2700","mapo1246","Global"
"2701","pemo1245","Global"
"2702","yaba1248","Global"
"2703","japr1238","Global"
"2704","yukp1241","Global"
"2705","apal1257","Global"
"2706","waim1253","Global"
"2707","kuik1246","Global"
"2708","mati1253","Global"
"2709","baka1277","Global"
"2710","ikpe1245","Global"
"2711","para1310","Global"
"2712","hixk1239","Global"
"2713","waiw1244","Global"
"2714","kaxu1237","Global"
"2715","cari1279","Global"
"2716","trio1238","Global"
"2717","gali1262","Global"
"2718","maqu1238","Global"
"2719","waya1269","Global"
"2720","tini1245","Global"
"2721","ango1257","Global"
"2722","cent2150","Global"
"2723","west2651","Global"
"2724","barr1251","Global"
"2725","bari1297","Global"
"2726","arhu1242","Global"
"2727","mala1522","Global"
"2728","cogu1240","Global"
"2729","chim1309","Global"
"2730","bord1248","Global"
"2731","sanb1242","Global"
"2732","bugl1243","Global"
"2733","ngab1239","Global"
"2734","brib1243","Global"
"2735","cabe1245","Global"
"2736","teri1250","Global"
"2737","male1297","Global"
"2738","rama1270","Global"
"2739","pech1241","Global"
"2740","embe1259","Global"
"2741","nort2972","Global"
"2742","embe1260","Global"
"2743","embe1261","Global"
"2744","embe1262","Global"
"2745","epen1239","Global"
"2746","woun1238","Global"
"2747","ambo1252","Global"
"2748","nort2980","Global"
"2749","yana1272","Global"
"2750","sant1433","Global"
"2751","yauy1235","Global"
"2752","caja1239","Global"
"2753","pana1306","Global"
"2754","chiq1249","Global"
"2755","hual1241","Global"
"2756","coro1247","Global"
"2757","nort2979","Global"
"2758","sout2992","Global"
"2759","marg1254","Global"
"2760","sihu1235","Global"
"2761","huam1248","Global"
"2762","huay1240","Global"
"2763","huay1241","Global"
"2764","jauj1238","Global"
"2765","paca1245","Global"
"2766","areq1237","Global"
"2767","ayac1239","Global"
"2768","cusc1236","Global"
"2769","east2551","Global"
"2770","puno1238","Global"
"2771","nort2976","Global"
"2772","sout2991","Global"
"2773","sant1432","Global"
"2774","caja1238","Global"
"2775","cald1236","Global"
"2776","chim1302","Global"
"2777","sala1272","Global"
"2778","inga1252","Global"
"2779","jung1240","Global"
"2780","cana1262","Global"
"2781","imba1240","Global"
"2782","napo1242","Global"
"2783","nort2973","Global"
"2784","sout2990","Global"
"2785","tena1240","Global"
"2786","loja1235","Global"
"2787","chac1250","Global"
"2788","sanm1289","Global"
"2789","lamb1276","Global"
"2790","muni1258","Global"
"2791","yagu1244","Global"
"2792","puin1248","Global"
"2793","bara1380","Global"
"2794","macu1260","Global"
"2795","cube1242","Global"
"2796","desa1247","Global"
"2797","siri1274","Global"
"2798","tani1257","Global"
"2799","cara1272","Global"
"2800","pisa1245","Global"
"2801","tuyu1244","Global"
"2802","yuru1263","Global"
"2803","guan1269","Global"
"2804","pira1254","Global"
"2805","tatu1247","Global"
"2806","waim1255","Global"
"2807","tuca1252","Global"
"2808","kore1283","Global"
"2809","seco1241","Global"
"2810","sion1247","Global"
"2811","orej1242","Global"
"2812","cams1241","Global"
"2813","cuib1242","Global"
"2814","guah1255","Global"
"2815","play1240","Global"
"2816","guay1257","Global"
"2817","maca1259","Global"
"2818","kana1291","Global"
"2819","paez1247","Global"
"2820","ando1256","Global"
"2821","cacu1241","Global"
"2822","nuka1242","Global"
"2823","pume1238","Global"
"2824","wara1303","Global"
"2825","achu1248","Global"
"2826","shua1257","Global"
"2827","huam1247","Global"
"2828","agua1253","Global"
"2829","taru1236","Global"
"2830","awac1239","Global"
"2831","chac1249","Global"
"2832","colo1256","Global"
"2833","guam1248","Global"
"2834","ticu1245","Global"
"2835","iten1243","Global"
"2836","kuyu1236","Global"
"2837","orow1243","Global"
"2838","wari1268","Global"
"2839","pira1253","Global"
"2840","trum1247","Global"
"2841","amar1274","Global"
"2842","huac1244","Global"
"2843","lako1248","Global"
"2844","tawa1278","Global"
"2845","latu1238","Global"
"2846","mama1278","Global"
"2847","sout2994","Global"
"2848","saba1268","Global"
"2849","arab1268","Global"
"2850","iqui1243","Global"
"2851","zapa1253","Global"
"2852","huil1244","Global"
"2853","mapu1245","Global"
"2854","cand1248","Global"
"2855","daww1239","Global"
"2856","hupd1244","Global"
"2857","yuhu1238","Global"
"2858","nade1244","Global"
"2859","iton1250","Global"
"2860","urar1246","Global"
"2861","maco1239","Global"
"2862","piar1243","Global"
"2863","sali1298","Global"
"2864","yuwa1244","Global"
"2865","taus1253","Global"
"2866","cofa1242","Global"
"2867","waor1240","Global"
"2868","fuln1247","Global"
"2869","ainu1240","Global"
"2870","alut1245","Global"
"2871","kory1246","Global"
"2872","chuk1273","Global"
"2873","itel1242","Global"
"2874","nort2745","Global"
"2875","sout2750","Global"
"2876","alla1247","Global"
"2877","mala1464","Global"
"2878","thac1235","Global"
"2879","kuri1256","Global"
"2880","kada1242","Global"
"2881","mala1459","Global"
"2882","mull1244","Global"
"2883","waya1264","Global"
"2884","mala1463","Global"
"2885","pani1256","Global"
"2886","ravu1237","Global"
"2887","aran1261","Global"
"2888","kala1255","Global"
"2889","path1235","Global"
"2890","kund1253","Global"
"2891","kani1275","Global"
"2892","vish1243","Global"
"2893","erav1242","Global"
"2894","mala1458","Global"
"2895","kaik1244","Global"
"2896","yeru1240","Global"
"2897","mala1457","Global"
"2898","mala1468","Global"
"2899","pali1274","Global"
"2900","tami1289","Global"
"2901","mann1246","Global"
"2902","muth1236","Global"
"2903","kakk1234","Global"
"2904","koda1255","Global"
"2905","atta1243","Global"
"2906","mudu1239","Global"
"2907","irul1243","Global"
"2908","toda1252","Global"
"2909","kota1263","Global"
"2910","aluk1238","Global"
"2911","jenn1240","Global"
"2912","holi1239","Global"
"2913","shol1240","Global"
"2914","nucl1305","Global"
"2915","bett1235","Global"
"2916","bada1257","Global"
"2917","bell1261","Global"
"2918","tulu1258","Global"
"2919","kudi1237","Global"
"2920","korr1238","Global"
"2921","mudu1241","Global"
"2922","chen1255","Global"
"2923","mukh1238","Global"
"2924","telu1262","Global"
"2925","wadd1237","Global"
"2926","mann1245","Global"
"2927","dand1238","Global"
"2928","koya1251","Global"
"2929","east2340","Global"
"2930","farw1235","Global"
"2931","west2408","Global"
"2932","mari1414","Global"
"2933","nort2702","Global"
"2934","sout2711","Global"
"2935","kond1295","Global"
"2936","kuii1252","Global"
"2937","kuvi1243","Global"
"2938","mand1413","Global"
"2939","peng1244","Global"
"2940","brah1256","Global"
"2941","kuma1274","Global"
"2942","saur1249","Global"
"2943","kuru1302","Global"
"2944","nepa1253","Global"
"2945","duru1236","Global"
"2946","mudh1235","Global"
"2947","pott1240","Global"
"2948","nort2699","Global"
"2949","sout1549","Global"
"2950","khir1237","Global"
"2951","kusu1250","Global"
"2952","cent2322","Global"
"2953","mans1258","Global"
"2954","fare1244","Global"
"2955","surg1248","Global"
"2956","khan1273","Global"
"2957","obdo1234","Global"
"2958","east2328","Global"
"2959","west2392","Global"
"2960","erzy1239","Global"
"2961","moks1248","Global"
"2962","esto1258","Global"
"2963","voti1245","Global"
"2964","finn1318","Global"
"2965","torn1244","Global"
"2966","kven1236","Global"
"2967","ingr1248","Global"
"2968","kare1335","Global"
"2969","livv1243","Global"
"2970","ludi1246","Global"
"2971","veps1250","Global"
"2972","sout2679","Global"
"2973","inar1241","Global"
"2974","skol1241","Global"
"2975","kild1236","Global"
"2976","ters1235","Global"
"2977","lule1254","Global"
"2978","nort2671","Global"
"2979","pite1240","Global"
"2980","sout2674","Global"
"2981","umes1235","Global"
"2982","hung1274","Global"
"2983","komi1268","Global"
"2984","komi1277","Global"
"2985","komi1269","Global"
"2986","udmu1245","Global"
"2987","fore1265","Global"
"2988","tund1254","Global"
"2989","fore1274","Global"
"2990","nene1249","Global"
"2991","ngan1291","Global"
"2992","selk1253","Global"
"2993","kett1243","Global"
"2994","yugh1239","Global"
"2995","abag1245","Global"
"2996","kama1370","Global"
"2997","inok1238","Global"
"2998","kani1286","Global"
"2999","keya1238","Global"
"3000","yaga1260","Global"
"3001","bena1264","Global"
"3002","yawe1241","Global"
"3003","sian1257","Global"
"3004","alek1238","Global"
"3005","dano1240","Global"
"3006","toka1244","Global"
"3007","fore1270","Global"
"3008","gimi1243","Global"
"3009","gend1249","Global"
"3010","isab1240","Global"
"3011","kena1250","Global"
"3012","agar1252","Global"
"3013","gads1258","Global"
"3014","awap1236","Global"
"3015","owen1244","Global"
"3016","awiy1238","Global"
"3017","usar1243","Global"
"3018","binu1245","Global"
"3019","sout2943","Global"
"3020","waff1241","Global"
"3021","nort2920","Global"
"3022","kamb1303","Global"
"3023","asar1240","Global"
"3024","mole1239","Global"
"3025","fora1245","Global"
"3026","mura1271","Global"
"3027","bulg1265","Global"
"3028","guya1251","Global"
"3029","yago1240","Global"
"3030","dege1247","Global"
"3031","gwah1244","Global"
"3032","bonk1244","Global"
"3033","yopn1238","Global"
"3034","yout1234","Global"
"3035","nank1250","Global"
"3036","domu1246","Global"
"3037","mapa1244","Global"
"3038","nukn1238","Global"
"3039","saka1292","Global"
"3040","somm1240","Global"
"3041","yaum1237","Global"
"3042","weli1239","Global"
"3043","fino1238","Global"
"3044","gusa1246","Global"
"3045","mama1277","Global"
"3046","mung1272","Global"
"3047","naka1264","Global"
"3048","numa1254","Global"
"3049","nekk1240","Global"
"3050","nukk1240","Global"
"3051","nimi1240","Global"
"3052","sauk1252","Global"
"3053","urii1240","Global"
"3054","iyoo1238","Global"
"3055","rawa1267","Global"
"3056","ufim1240","Global"
"3057","madi1261","Global"
"3058","neko1240","Global"
"3059","nekg1240","Global"
"3060","ngai1241","Global"
"3061","awar1248","Global"
"3062","want1252","Global"
"3063","tuma1250","Global"
"3064","boro1279","Global"
"3065","buru1306","Global"
"3066","kina1251","Global"
"3067","kumu1247","Global"
"3068","komb1273","Global"
"3069","sele1250","Global"
"3070","timb1251","Global"
"3071","mese1244","Global"
"3072","naba1256","Global"
"3073","nomu1240","Global"
"3074","sial1240","Global"
"3075","onoo1246","Global"
"3076","dedu1240","Global"
"3077","kube1244","Global"
"3078","miga1241","Global"
"3079","moma1243","Global"
"3080","kate1253","Global"
"3081","mape1249","Global"
"3082","sene1263","Global"
"3083","kova1243","Global"
"3084","aghu1255","Global"
"3085","cent2118","Global"
"3086","eder1237","Global"
"3087","jair1235","Global"
"3088","nort2918","Global"
"3089","sout2941","Global"
"3090","asue1235","Global"
"3091","ketu1238","Global"
"3092","wamb1259","Global"
"3093","koke1241","Global"
"3094","mand1444","Global"
"3095","mand1445","Global"
"3096","komb1274","Global"
"3097","wang1299","Global"
"3098","sawi1257","Global"
"3099","komy1238","Global"
"3100","tsak1250","Global"
"3101","koro1312","Global"
"3102","bimi1240","Global"
"3103","faiw1243","Global"
"3104","seta1246","Global"
"3105","urap1239","Global"
"3106","tifa1245","Global"
"3107","tele1256","Global"
"3108","mian1256","Global"
"3109","suga1249","Global"
"3110","naka1265","Global"
"3111","tang1353","Global"
"3112","buru1307","Global"
"3113","kwer1265","Global"
"3114","kopk1238","Global"
"3115","ngal1298","Global"
"3116","iwur1240","Global"
"3117","ning1274","Global"
"3118","nort2916","Global"
"3119","sout2940","Global"
"3120","yong1280","Global"
"3121","oksa1245","Global"
"3122","buru1308","Global"
"3123","kamb1302","Global"
"3124","kamo1255","Global"
"3125","casu1237","Global"
"3126","cent2117","Global"
"3127","yaos1235","Global"
"3128","cita1245","Global"
"3129","tamn1235","Global"
"3130","diuw1238","Global"
"3131","nort2917","Global"
"3132","semp1241","Global"
"3133","boun1245","Global"
"3134","melp1238","Global"
"3135","imbo1238","Global"
"3136","umbu1258","Global"
"3137","kand1303","Global"
"3138","nara1264","Global"
"3139","mari1435","Global"
"3140","niii1240","Global"
"3141","nort2921","Global"
"3142","nucl1620","Global"
"3143","chua1250","Global"
"3144","noma1262","Global"
"3145","domm1246","Global"
"3146","kuma1280","Global"
"3147","goli1247","Global"
"3148","sina1271","Global"
"3149","salt1242","Global"
"3150","amai1246","Global"
"3151","dimi1244","Global"
"3152","mala1495","Global"
"3153","amel1241","Global"
"3154","guma1255","Global"
"3155","siha1245","Global"
"3156","bauu1244","Global"
"3157","iseb1246","Global"
"3158","pani1258","Global"
"3159","bagu1252","Global"
"3160","mawa1267","Global"
"3161","saru1243","Global"
"3162","silo1240","Global"
"3163","utuu1240","Global"
"3164","mosi1248","Global"
"3165","muru1273","Global"
"3166","wama1247","Global"
"3167","samo1306","Global"
"3168","garu1246","Global"
"3169","remp1241","Global"
"3170","yoid1240","Global"
"3171","mate1260","Global"
"3172","rapt1240","Global"
"3173","nake1240","Global"
"3174","baim1245","Global"
"3175","gall1278","Global"
"3176","nobo1238","Global"
"3177","wagi1249","Global"
"3178","gira1247","Global"
"3179","kein1239","Global"
"3180","muni1257","Global"
"3181","kare1341","Global"
"3182","bila1257","Global"
"3183","yabe1255","Global"
"3184","usan1239","Global"
"3185","para1307","Global"
"3186","ukur1240","Global"
"3187","yara1250","Global"
"3188","barg1252","Global"
"3189","maia1253","Global"
"3190","mala1494","Global"
"3191","mian1254","Global"
"3192","maia1254","Global"
"3193","bepo1240","Global"
"3194","moer1240","Global"
"3195","mauw1238","Global"
"3196","musa1265","Global"
"3197","brem1238","Global"
"3198","kobo1248","Global"
"3199","pall1244","Global"
"3200","kowa1245","Global"
"3201","pamo1253","Global"
"3202","mawa1266","Global"
"3203","wana1269","Global"
"3204","kora1296","Global"
"3205","wask1241","Global"
"3206","anam1247","Global"
"3207","anam1248","Global"
"3208","more1258","Global"
"3209","utar1238","Global"
"3210","wada1263","Global"
"3211","apal1256","Global"
"3212","mumm1238","Global"
"3213","sile1255","Global"
"3214","payn1244","Global"
"3215","fait1240","Global"
"3216","gant1244","Global"
"3217","magi1243","Global"
"3218","musa1266","Global"
"3219","atem1241","Global"
"3220","nend1239","Global"
"3221","kala1397","Global"
"3222","taii1241","Global"
"3223","kobo1249","Global"
"3224","anja1238","Global"
"3225","male1291","Global"
"3226","bong1291","Global"
"3227","samm1244","Global"
"3228","dudu1240","Global"
"3229","rera1240","Global"
"3230","ogea1238","Global"
"3231","yang1298","Global"
"3232","jili1241","Global"
"3233","kwat1244","Global"
"3234","uyaa1238","Global"
"3235","dumu1246","Global"
"3236","gang1270","Global"
"3237","yabo1240","Global"
"3238","saep1240","Global"
"3239","dump1243","Global"
"3240","kesa1244","Global"
"3241","saus1246","Global"
"3242","sins1241","Global"
"3243","araw1272","Global"
"3244","lemi1243","Global"
"3245","pula1267","Global"
"3246","kolo1267","Global"
"3247","siro1249","Global"
"3248","dana1254","Global"
"3249","urig1240","Global"
"3250","sopp1247","Global"
"3251","suma1270","Global"
"3252","biyo1244","Global"
"3253","tauy1241","Global"
"3254","wase1252","Global"
"3255","anga1292","Global"
"3256","anga1293","Global"
"3257","anga1294","Global"
"3258","east2516","Global"
"3259","erav1244","Global"
"3260","west2599","Global"
"3261","samb1321","Global"
"3262","huli1244","Global"
"3263","biso1243","Global"
"3264","nete1240","Global"
"3265","ipil1240","Global"
"3266","enga1252","Global"
"3267","kyak1244","Global"
"3268","lemb1266","Global"
"3269","angg1239","Global"
"3270","pass1247","Global"
"3271","nini1235","Global"
"3272","sili1249","Global"
"3273","ndug1245","Global"
"3274","hupl1238","Global"
"3275","midg1235","Global"
"3276","uppe1430","Global"
"3277","lowe1415","Global"
"3278","wala1269","Global"
"3279","west2594","Global"
"3280","ngge1241","Global"
"3281","wano1243","Global"
"3282","auye1238","Global"
"3283","daoo1238","Global"
"3284","ekar1243","Global"
"3285","moni1261","Global"
"3286","wola1243","Global"
"3287","aeka1244","Global"
"3288","orok1269","Global"
"3289","hunj1241","Global"
"3290","baru1269","Global"
"3291","dogh1241","Global"
"3292","ewag1241","Global"
"3293","gain1243","Global"
"3294","kora1294","Global"
"3295","bina1277","Global"
"3296","yeko1240","Global"
"3297","suen1241","Global"
"3298","ziaa1250","Global"
"3299","guhu1244","Global"
"3300","eipo1242","Global"
"3301","kete1254","Global"
"3302","unaa1239","Global"
"3303","kora1298","Global"
"3304","koru1245","Global"
"3305","kosa1249","Global"
"3306","nalc1240","Global"
"3307","nips1240","Global"
"3308","else1239","Global"
"3309","fiwa1240","Global"
"3310","foii1241","Global"
"3311","aime1238","Global"
"3312","kasu1251","Global"
"3313","kalu1248","Global"
"3314","soni1260","Global"
"3315","onob1238","Global"
"3316","beam1240","Global"
"3317","edol1239","Global"
"3318","kala1256","Global"
"3319","mora1239","Global"
"3320","tehi1237","Global"
"3321","moii1235","Global"
"3322","sege1235","Global"
"3323","kehu1238","Global"
"3324","ango1254","Global"
"3325","dera1245","Global"
"3326","djam1255","Global"
"3327","ngar1283","Global"
"3328","wamb1258","Global"
"3329","djin1251","Global"
"3330","abun1252","Global"
"3331","saus1247","Global"
"3332","agob1244","Global"
"3333","idii1243","Global"
"3334","ambu1247","Global"
"3335","hang1263","Global"
"3336","mana1298","Global"
"3337","yelo1243","Global"
"3338","buru1309","Global"
"3339","gaik1242","Global"
"3340","seng1284","Global"
"3341","iatm1242","Global"
"3342","keak1239","Global"
"3343","sosk1235","Global"
"3344","koiw1243","Global"
"3345","boik1241","Global"
"3346","ngal1300","Global"
"3347","bard1255","Global"
"3348","nyig1240","Global"
"3349","yawu1244","Global"
"3350","boun1246","Global"
"3351","unii1234","Global"
"3352","wara1302","Global"
"3353","nucl1634","Global"
"3354","vani1248","Global"
"3355","wutu1244","Global"
"3356","puar1240","Global"
"3357","rawo1244","Global"
"3358","womo1238","Global"
"3359","kris1246","Global"
"3360","bura1267","Global"
"3361","gura1252","Global"
"3362","naka1260","Global"
"3363","djee1236","Global"
"3364","bamu1257","Global"
"3365","kere1286","Global"
"3366","mori1271","Global"
"3367","nort2930","Global"
"3368","wabo1241","Global"
"3369","sout2949","Global"
"3370","duri1243","Global"
"3371","suab1238","Global"
"3372","abin1243","Global"
"3373","abui1241","Global"
"3374","kuii1253","Global"
"3375","kula1280","Global"
"3376","sawi1256","Global"
"3377","wers1238","Global"
"3378","adan1251","Global"
"3379","hama1240","Global"
"3380","kabo1247","Global"
"3381","blag1240","Global"
"3382","tere1277","Global"
"3383","rett1240","Global"
"3384","kafo1240","Global"
"3385","kelo1247","Global"
"3386","kama1365","Global"
"3387","kaer1234","Global"
"3388","lamm1241","Global"
"3389","sarr1247","Global"
"3390","teiw1235","Global"
"3391","nede1245","Global"
"3392","buna1278","Global"
"3393","fata1247","Global"
"3394","oira1263","Global"
"3395","maka1316","Global"
"3396","lang1328","Global"
"3397","yaul1241","Global"
"3398","mong1344","Global"
"3399","abuu1241","Global"
"3400","goro1261","Global"
"3401","bana1292","Global"
"3402","raoo1244","Global"
"3403","arua1260","Global"
"3404","sepe1240","Global"
"3405","kire1240","Global"
"3406","awar1249","Global"
"3407","bosn1248","Global"
"3408","bore1247","Global"
"3409","kaia1245","Global"
"3410","wata1253","Global"
"3411","akru1241","Global"
"3412","brer1240","Global"
"3413","romk1240","Global"
"3414","inap1241","Global"
"3415","igan1243","Global"
"3416","komi1271","Global"
"3417","anda1284","Global"
"3418","kang1291","Global"
"3419","tang1355","Global"
"3420","tang1356","Global"
"3421","aiom1240","Global"
"3422","anor1241","Global"
"3423","ango1255","Global"
"3424","cham1313","Global"
"3425","kopa1248","Global"
"3426","muri1260","Global"
"3427","tabr1243","Global"
"3428","yima1243","Global"
"3429","pawa1255","Global"
"3430","biwa1243","Global"
"3431","bunn1240","Global"
"3432","kyen1243","Global"
"3433","chan1319","Global"
"3434","mekm1240","Global"
"3435","arii1243","Global"
"3436","waru1267","Global"
"3437","gogo1265","Global"
"3438","suki1245","Global"
"3439","sulk1246","Global"
"3440","bari1298","Global"
"3441","mouw1234","Global"
"3442","ikob1240","Global"
"3443","rumu1243","Global"
"3444","dadi1250","Global"
"3445","folo1238","Global"
"3446","touo1238","Global"
"3447","doro1266","Global"
"3448","mari1438","Global"
"3449","erre1238","Global"
"3450","urni1239","Global"
"3451","mang1382","Global"
"3452","gres1240","Global"
"3453","kemt1242","Global"
"3454","mlap1238","Global"
"3455","mekw1241","Global"
"3456","nucl1633","Global"
"3457","kaki1249","Global"
"3458","duna1248","Global"
"3459","abua1245","Global"
"3460","buki1249","Global"
"3461","mufi1238","Global"
"3462","bumb1241","Global"
"3463","urat1244","Global"
"3464","arue1240","Global"
"3465","yamb1254","Global"
"3466","eiti1240","Global"
"3467","komb1272","Global"
"3468","torr1259","Global"
"3469","ning1273","Global"
"3470","yill1241","Global"
"3471","auuu1241","Global"
"3472","elke1240","Global"
"3473","oloo1241","Global"
"3474","gnau1240","Global"
"3475","mini1253","Global"
"3476","nabi1239","Global"
"3477","womp1235","Global"
"3478","heyo1240","Global"
"3479","yaha1247","Global"
"3480","sili1247","Global"
"3481","urim1252","Global"
"3482","beli1258","Global"
"3483","buna1277","Global"
"3484","elep1240","Global"
"3485","kama1367","Global"
"3486","urim1251","Global"
"3487","bung1270","Global"
"3488","juwa1238","Global"
"3489","wiar1238","Global"
"3490","diaa1238","Global"
"3491","sina1269","Global"
"3492","laek1243","Global"
"3493","ineb1235","Global"
"3494","kabo1248","Global"
"3495","molm1235","Global"
"3496","nort2907","Global"
"3497","kwam1254","Global"
"3498","sout2932","Global"
"3499","seta1245","Global"
"3500","seti1248","Global"
"3501","agii1245","Global"
"3502","yapu1240","Global"
"3503","valm1241","Global"
"3504","wana1268","Global"
"3505","yaus1235","Global"
"3506","yiss1240","Global"
"3507","ambr1239","Global"
"3508","yang1295","Global"
"3509","yang1296","Global"
"3510","yang1297","Global"
"3511","amol1235","Global"
"3512","aruo1240","Global"
"3513","brag1240","Global"
"3514","yera1243","Global"
"3515","daan1235","Global"
"3516","koro1313","Global"
"3517","naas1242","Global"
"3518","oung1239","Global"
"3519","sibe1248","Global"
"3520","sime1242","Global"
"3521","siwa1245","Global"
"3522","tere1278","Global"
"3523","uisa1238","Global"
"3524","kone1241","Global"
"3525","nucl1452","Global"
"3526","fasu1242","Global"
"3527","mass1263","Global"
"3528","akoy1238","Global"
"3529","tain1253","Global"
"3530","anka1246","Global"
"3531","hamt1247","Global"
"3532","meny1245","Global"
"3533","kama1360","Global"
"3534","susu1251","Global"
"3535","kawa1276","Global"
"3536","safe1240","Global"
"3537","baru1267","Global"
"3538","simb1255","Global"
"3539","yagw1240","Global"
"3540","anga1290","Global"
"3541","awbo1238","Global"
"3542","bayo1260","Global"
"3543","ward1246","Global"
"3544","yang1288","Global"
"3545","amar1271","Global"
"3546","iwai1244","Global"
"3547","maun1240","Global"
"3548","beri1254","Global"
"3549","mare1261","Global"
"3550","beta1253","Global"
"3551","vito1235","Global"
"3552","dabe1239","Global"
"3553","bone1255","Global"
"3554","kwin1242","Global"
"3555","kede1239","Global"
"3556","jofo1235","Global"
"3557","itik1240","Global"
"3558","mand1443","Global"
"3559","kwes1245","Global"
"3560","orya1242","Global"
"3561","wadj1254","Global"
"3562","kair1267","Global"
"3563","simb1259","Global"
"3564","mali1284","Global"
"3565","urap1240","Global"
"3566","qaqe1238","Global"
"3567","merr1239","Global"
"3568","nucl1594","Global"
"3569","semi1264","Global"
"3570","mawe1251","Global"
"3571","nucl1454","Global"
"3572","sawe1240","Global"
"3573","mpur1239","Global"
"3574","yele1255","Global"
"3575","abom1238","Global"
"3576","bara1378","Global"
"3577","bitu1242","Global"
"3578","maka1315","Global"
"3579","were1244","Global"
"3580","bian1251","Global"
"3581","nucl1622","Global"
"3582","kuni1265","Global"
"3583","zima1244","Global"
"3584","wark1247","Global"
"3585","yaqa1246","Global"
"3586","hoia1235","Global"
"3587","hoya1235","Global"
"3588","mina1274","Global"
"3589","muba1238","Global"
"3590","ipik1244","Global"
"3591","anda1283","Global"
"3592","nanu1240","Global"
"3593","meak1234","Global"
"3594","tape1242","Global"
"3595","hata1243","Global"
"3596","mans1260","Global"
"3597","bine1240","Global"
"3598","gizr1240","Global"
"3599","wipi1242","Global"
"3600","meri1244","Global"
"3601","wage1238","Global"
"3602","keor1235","Global"
"3603","opao1240","Global"
"3604","orok1267","Global"
"3605","tair1256","Global"
"3606","toar1246","Global"
"3607","yetf1238","Global"
"3608","kaur1271","Global"
"3609","pele1245","Global"
"3610","atoh1238","Global"
"3611","kaya1328","Global"
"3612","tama1336","Global"
"3613","hume1246","Global"
"3614","uare1241","Global"
"3615","biag1234","Global"
"3616","moun1252","Global"
"3617","gras1249","Global"
"3618","koit1244","Global"
