"","tip.labels","group"
"6185","ayer1245","Global"
"6186","arig1246","Global"
"6187","edec1238","Global"
"6188","edei1245","Global"
"6189","eden1244","Global"
"6190","uluk1257","Global"
"6191","yoru1245","Global"
"6192","edei1244","Global"
"6193","ifee1241","Global"
"6194","mani1294","Global"
"6195","edei1246","Global"
"6196","kura1248","Global"
"6197","moko1243","Global"
"6198","isek1239","Global"
"6199","igal1242","Global"
"6200","agat1236","Global"
"6201","yala1263","Global"
"6202","alag1242","Global"
"6203","idom1241","Global"
"6204","etul1245","Global"
"6205","iged1239","Global"
"6206","akpa1238","Global"
"6207","yace1238","Global"
"6208","asun1235","Global"
"6209","dibo1247","Global"
"6210","gupa1248","Global"
"6211","kami1258","Global"
"6212","kupa1238","Global"
"6213","kaka1264","Global"
"6214","nupe1254","Global"
"6215","gbag1258","Global"
"6216","gbar1246","Global"
"6217","ebir1243","Global"
"6218","como1258","Global"
"6219","shoo1247","Global"
"6220","jiru1238","Global"
"6221","tigo1236","Global"
"6222","hone1235","Global"
"6223","jiba1237","Global"
"6224","juku1254","Global"
"6225","jibu1239","Global"
"6226","waph1238","Global"
"6227","wapa1235","Global"
"6228","wann1241","Global"
"6229","etky1238","Global"
"6230","kpan1246","Global"
"6231","kute1248","Global"
"6232","akpe1248","Global"
"6233","akuk1235","Global"
"6234","okpe1249","Global"
"6235","okpa1238","Global"
"6236","olom1241","Global"
"6237","ehue1238","Global"
"6238","ukue1238","Global"
"6239","iyay1238","Global"
"6240","uham1238","Global"
"6241","bini1246","Global"
"6242","emai1241","Global"
"6243","esan1238","Global"
"6244","ghot1243","Global"
"6245","unem1238","Global"
"6246","yekh1238","Global"
"6247","enwa1246","Global"
"6248","sasa1247","Global"
"6249","igwe1238","Global"
"6250","ikpe1243","Global"
"6251","ivbi1241","Global"
"6252","osos1238","Global"
"6253","eruw1238","Global"
"6254","okpe1250","Global"
"6255","isok1239","Global"
"6256","urho1239","Global"
"6257","uvbi1238","Global"
"6258","dege1246","Global"
"6259","enge1239","Global"
"6260","epie1238","Global"
"6261","amoo1242","Global"
"6262","bina1270","Global"
"6263","suru1258","Global"
"6264","kono1264","Global"
"6265","kinu1239","Global"
"6266","gbir1241","Global"
"6267","kura1249","Global"
"6268","gyem1238","Global"
"6269","kudu1241","Global"
"6270","shen1250","Global"
"6271","lere1241","Global"
"6272","igut1238","Global"
"6273","tunz1235","Global"
"6274","izor1238","Global"
"6275","lemo1242","Global"
"6276","sang1329","Global"
"6277","janj1240","Global"
"6278","jere1244","Global"
"6279","pana1298","Global"
"6280","atsa1241","Global"
"6281","piti1243","Global"
"6282","basa1281","Global"
"6283","bass1259","Global"
"6284","basa1282","Global"
"6285","clel1238","Global"
"6286","dama1268","Global"
"6287","gwam1244","Global"
"6288","kagf1238","Global"
"6289","huns1239","Global"
"6290","baan1242","Global"
"6291","tsis1238","Global"
"6292","tsuv1239","Global"
"6293","cish1238","Global"
"6294","tsik1238","Global"
"6295","cici1237","Global"
"6296","bauc1238","Global"
"6297","gurm1246","Global"
"6298","pong1250","Global"
"6299","fung1245","Global"
"6300","cind1241","Global"
"6301","east2403","Global"
"6302","sham1278","Global"
"6303","rogo1238","Global"
"6304","hung1276","Global"
"6305","cuba1236","Global"
"6306","lopa1238","Global"
"6307","laru1238","Global"
"6308","resh1242","Global"
"6309","ekpe1253","Global"
"6310","ikaa1238","Global"
"6311","ogba1241","Global"
"6312","nucl1417","Global"
"6313","ikwe1242","Global"
"6314","izie1238","Global"
"6315","ukwu1241","Global"
"6316","akas1242","Global"
"6317","ntch1242","Global"
"6318","bimo1239","Global"
"6319","moba1244","Global"
"6320","gour1243","Global"
"6321","konk1269","Global"
"6322","ngan1299","Global"
"6323","nawd1238","Global"
"6324","yomm1242","Global"
"6325","daga1272","Global"
"6326","wali1263","Global"
"6327","sout2789","Global"
"6328","malb1235","Global"
"6329","sout2790","Global"
"6330","nort2780","Global"
"6331","safa1243","Global"
"6332","fare1241","Global"
"6333","nabi1240","Global"
"6334","kant1249","Global"
"6335","moss1236","Global"
"6336","dagb1246","Global"
"6337","mamp1244","Global"
"6338","hang1258","Global"
"6339","kama1357","Global"
"6340","kusa1250","Global"
"6341","notr1240","Global"
"6342","bial1238","Global"
"6343","dita1238","Global"
"6344","mbel1240","Global"
"6345","nate1242","Global"
"6346","waam1244","Global"
"6347","miyo1238","Global"
"6348","buli1254","Global"
"6349","konn1242","Global"
"6350","bomu1247","Global"
"6351","buam1238","Global"
"6352","laal1241","Global"
"6353","cwib1235","Global"
"6354","koro1298","Global"
"6355","baat1238","Global"
"6356","dogo1294","Global"
"6357","khee1238","Global"
"6358","dyan1251","Global"
"6359","lobi1245","Global"
"6360","dogo1295","Global"
"6361","khis1238","Global"
"6362","kaan1246","Global"
"6363","bago1245","Global"
"6364","chal1269","Global"
"6365","delo1240","Global"
"6366","temm1241","Global"
"6367","kabi1261","Global"
"6368","lama1275","Global"
"6369","lukp1238","Global"
"6370","chak1271","Global"
"6371","tamp1252","Global"
"6372","vagl1239","Global"
"6373","degg1238","Global"
"6374","paas1238","Global"
"6375","tumu1242","Global"
"6376","siss1242","Global"
"6377","west2465","Global"
"6378","phui1238","Global"
"6379","siti1241","Global"
"6380","winy1241","Global"
"6381","kala1383","Global"
"6382","kase1253","Global"
"6383","nort2784","Global"
"6384","sout2795","Global"
"6385","lyel1241","Global"
"6386","pana1295","Global"
"6387","cerm1238","Global"
"6388","turk1306","Global"
"6389","awak1250","Global"
"6390","kamo1254","Global"
"6391","bang1348","Global"
"6392","tula1252","Global"
"6393","dadi1249","Global"
"6394","diji1241","Global"
"6395","tsoo1241","Global"
"6396","waja1259","Global"
"6397","bura1271","Global"
"6398","looo1238","Global"
"6399","magh1238","Global"
"6400","makn1235","Global"
"6401","kyak1243","Global"
"6402","leel1242","Global"
"6403","mooo1239","Global"
"6404","kwaa1262","Global"
"6405","dzaa1238","Global"
"6406","ming1254","Global"
"6407","thaa1239","Global"
"6408","long1389","Global"
"6409","bena1260","Global"
"6410","voro1240","Global"
"6411","lala1261","Global"
"6412","kaan1247","Global"
"6413","mboi1246","Global"
"6414","tief1242","Global"
"6415","tief1244","Global"
"6416","nort2787","Global"
"6417","sout2797","Global"
"6418","bond1246","Global"
"6419","boun1243","Global"
"6420","loma1258","Global"
"6421","teen1242","Global"
"6422","nati1243","Global"
"6423","wara1292","Global"
"6424","pale1262","Global"
"6425","viem1243","Global"
"6426","ceba1235","Global"
"6427","sena1262","Global"
"6428","east2398","Global"
"6429","west2466","Global"
"6430","djim1235","Global"
"6431","nyar1245","Global"
"6432","nafa1258","Global"
"6433","tagw1240","Global"
"6434","pala1342","Global"
"6435","mama1271","Global"
"6436","nane1238","Global"
"6437","sici1249","Global"
"6438","supy1237","Global"
"6439","alii1240","Global"
"6440","ngba1287","Global"
"6441","manz1243","Global"
"6442","ngba1285","Global"
"6443","gban1260","Global"
"6444","bofi1238","Global"
"6445","gbay1281","Global"
"6446","bang1347","Global"
"6447","sout2785","Global"
"6448","boko1261","Global"
"6449","gbay1286","Global"
"6450","gbay1287","Global"
"6451","suma1264","Global"
"6452","nort2775","Global"
"6453","besm1235","Global"
"6454","goun1238","Global"
"6455","kimm1246","Global"
"6456","bolg1251","Global"
"6457","koke1240","Global"
"6458","bong1282","Global"
"6459","fani1244","Global"
"6460","gula1265","Global"
"6461","zang1249","Global"
"6462","buaa1245","Global"
"6463","kawa1291","Global"
"6464","niel1243","Global"
"6465","noyy1238","Global"
"6466","tuni1251","Global"
"6467","dayy1236","Global"
"6468","kamm1249","Global"
"6469","baii1251","Global"
"6470","bela1255","Global"
"6471","ndog1248","Global"
"6472","sere1264","Global"
"6473","tagb1255","Global"
"6474","indr1247","Global"
"6475","fero1244","Global"
"6476","mang1387","Global"
"6477","baka1272","Global"
"6478","ganz1247","Global"
"6479","gund1247","Global"
"6480","lima1246","Global"
"6481","gban1258","Global"
"6482","kpal1241","Global"
"6483","yang1289","Global"
"6484","monz1249","Global"
"6485","gili1241","Global"
"6486","ngba1284","Global"
"6487","bang1345","Global"
"6488","mayo1261","Global"
"6489","mund1326","Global"
"6490","dong1290","Global"
"6491","mbaa1245","Global"
"6492","ndun1249","Global"
"6493","made1252","Global"
"6494","band1342","Global"
"6495","gobu1238","Global"
"6496","kpag1238","Global"
"6497","mono1270","Global"
"6498","mids1243","Global"
"6499","ngun1266","Global"
"6500","band1345","Global"
"6501","band1343","Global"
"6502","band1344","Global"
"6503","togb1241","Global"
"6504","band1348","Global"
"6505","lang1318","Global"
"6506","sout2787","Global"
"6507","west2458","Global"
"6508","mban1263","Global"
"6509","ngbu1241","Global"
"6510","bara1361","Global"
"6511","pamb1243","Global"
"6512","geme1244","Global"
"6513","nzak1247","Global"
"6514","zand1248","Global"
"6515","dend1242","Global"
"6516","yako1252","Global"
"6517","mban1262","Global"
"6518","nort2774","Global"
"6519","sout2784","Global"
"6520","gbay1278","Global"
"6521","mong1345","Global"
"6522","dama1267","Global"
"6523","ndai1238","Global"
"6524","mamb1294","Global"
"6525","mono1269","Global"
"6526","mund1325","Global"
"6527","pamm1242","Global"
"6528","tupu1244","Global"
"6529","laka1252","Global"
"6530","mbum1254","Global"
"6531","kara1478","Global"
"6532","kare1338","Global"
"6533","pana1293","Global"
"6534","nzak1246","Global"
"6535","kuoo1238","Global"
"6536","bali1245","Global"
"6537","kpas1242","Global"
"6538","yott1234","Global"
"6539","teme1252","Global"
"6540","waka1275","Global"
"6541","yend1241","Global"
"6542","kuga1239","Global"
"6543","kumb1238","Global"
"6544","nucl1240","Global"
"6545","pang1286","Global"
"6546","rang1269","Global"
"6547","diii1241","Global"
"6548","dugu1248","Global"
"6549","duup1238","Global"
"6550","kolb1240","Global"
"6551","nyon1241","Global"
"6552","womn1235","Global"
"6553","samb1305","Global"
"6554","long1387","Global"
"6555","peer1241","Global"
"6556","doya1240","Global"
"6557","gimm1241","Global"
"6558","gimn1238","Global"
"6559","koma1266","Global"
"6560","nort3260","Global"
"6561","momj1237","Global"
"6562","vere1252","Global"
"6563","abee1242","Global"
"6564","abid1235","Global"
"6565","adio1239","Global"
"6566","atti1239","Global"
"6567","abro1238","Global"
"6568","akan1250","Global"
"6569","wasa1244","Global"
"6570","ahan1243","Global"
"6571","jwir1241","Global"
"6572","nzim1238","Global"
"6573","anuf1239","Global"
"6574","sehw1238","Global"
"6575","anyi1244","Global"
"6576","anyi1245","Global"
"6577","baou1238","Global"
"6578","abur1243","Global"
"6579","beti1248","Global"
"6580","krob1245","Global"
"6581","awut1241","Global"
"6582","cher1271","Global"
"6583","guaa1238","Global"
"6584","lart1238","Global"
"6585","chum1261","Global"
"6586","tchu1241","Global"
"6587","krac1238","Global"
"6588","kpla1238","Global"
"6589","dwan1238","Global"
"6590","nchu1238","Global"
"6591","food1238","Global"
"6592","giky1238","Global"
"6593","giny1241","Global"
"6594","nawu1242","Global"
"6595","domp1238","Global"
"6596","gonj1241","Global"
"6597","nkam1239","Global"
"6598","nkon1248","Global"
"6599","ebri1238","Global"
"6600","mbat1247","Global"
"6601","alla1248","Global"
"6602","avik1243","Global"
"6603","adan1247","Global"
"6604","gaaa1244","Global"
"6605","adan1248","Global"
"6606","agun1238","Global"
"6607","ewee1241","Global"
"6608","genn1243","Global"
"6609","kpes1238","Global"
"6610","waci1239","Global"
"6611","ajab1235","Global"
"6612","ayiz1245","Global"
"6613","defi1235","Global"
"6614","fonn1241","Global"
"6615","kota1272","Global"
"6616","east2390","Global"
"6617","xwel1235","Global"
"6618","tofi1235","Global"
"6619","gbes1238","Global"
"6620","saxw1241","Global"
"6621","maxi1236","Global"
"6622","wudu1238","Global"
"6623","cigb1235","Global"
"6624","gunn1250","Global"
"6625","weme1239","Global"
"6626","west2456","Global"
"6627","adel1244","Global"
"6628","anii1245","Global"
"6629","logb1245","Global"
"6630","lele1264","Global"
"6631","siwu1238","Global"
"6632","sekp1241","Global"
"6633","sele1249","Global"
"6634","akeb1238","Global"
"6635","anim1239","Global"
"6636","avat1244","Global"
"6637","nyan1302","Global"
"6638","tafi1243","Global"
"6639","igoo1238","Global"
"6640","ikpo1238","Global"
"6641","tuwu1238","Global"
"6642","apro1235","Global"
"6643","mbre1244","Global"
"6644","nort2770","Global"
"6645","sout2782","Global"
"6646","egaa1242","Global"
"6647","bakw1243","Global"
"6648","wane1242","Global"
"6649","kodi1246","Global"
"6650","gabo1234","Global"
"6651","lako1244","Global"
"6652","yoco1235","Global"
"6653","neyo1238","Global"
"6654","dalo1238","Global"
"6655","godi1239","Global"
"6656","guib1246","Global"
"6657","gagn1235","Global"
"6658","kouy1238","Global"
"6659","barc1235","Global"
"6660","cent2041","Global"
"6661","gbol1235","Global"
"6662","nort2810","Global"
"6663","sout2826","Global"
"6664","plap1239","Global"
"6665","tepo1239","Global"
"6666","pyek1235","Global"
"6667","daho1238","Global"
"6668","glar1241","Global"
"6669","west2488","Global"
"6670","glio1241","Global"
"6671","sapo1251","Global"
"6672","weso1238","Global"
"6673","wewe1238","Global"
"6674","east2414","Global"
"6675","nyab1255","Global"
"6676","weno1238","Global"
"6677","dewo1238","Global"
"6678","gbii1242","Global"
"6679","nucl1418","Global"
"6680","klao1243","Global"
"6681","taju1238","Global"
"6682","kuwa1247","Global"
"6683","mobu1235","Global"
"6684","tiag1235","Global"
"6685","adam1253","Global"
"6686","bagi1244","Global"
"6687","nige1253","Global"
"6688","cent2018","Global"
"6689","borg1235","Global"
"6690","maas1239","Global"
"6691","west2454","Global"
"6692","pula1262","Global"
"6693","pula1263","Global"
"6694","sere1260","Global"
"6695","baga1275","Global"
"6696","mbul1258","Global"
"6697","nalu1240","Global"
"6698","aram1260","Global"
"6699","bayo1255","Global"
"6700","band1340","Global"
"6701","gusi1246","Global"
"6702","jola1263","Global"
"6703","ejam1238","Global"
"6704","kera1248","Global"
"6705","karo1294","Global"
"6706","mlom1238","Global"
"6707","kuwa1246","Global"
"6708","jola1262","Global"
"6709","mand1419","Global"
"6710","pape1239","Global"
"6711","mank1251","Global"
"6712","bala1301","Global"
"6713","bala1302","Global"
"6714","bidy1244","Global"
"6715","kamo1256","Global"
"6716","bass1258","Global"
"6717","bedi1235","Global"
"6718","wame1240","Global"
"6719","bain1259","Global"
"6720","nort3247","Global"
"6721","bain1261","Global"
"6722","gube1234","Global"
"6723","kasa1248","Global"
"6724","kobi1241","Global"
"6725","gamb1252","Global"
"6726","nucl1347","Global"
"6727","lebu1234","Global"
"6728","bady1239","Global"
"6729","biaf1240","Global"
"6730","leha1242","Global"
"6731","noon1242","Global"
"6732","saaf1238","Global"
"6733","ndut1239","Global"
"6734","palo1243","Global"
"6735","baga1270","Global"
"6736","baga1272","Global"
"6737","baga1273","Global"
"6738","timn1235","Global"
"6739","land1256","Global"
"6740","bomk1234","Global"
"6741","bull1247","Global"
"6742","nort2765","Global"
"6743","sout2778","Global"
"6744","gola1255","Global"
"6745","east2387","Global"
"6746","west2450","Global"
"6747","mans1259","Global"
"6748","ampa1238","Global"
"6749","buno1241","Global"
"6750","pena1270","Global"
"6751","momb1254","Global"
"6752","tira1258","Global"
"6753","jams1239","Global"
"6754","toro1253","Global"
"6755","tene1248","Global"
"6756","tomo1243","Global"
"6757","anat1248","Global"
"6758","yand1257","Global"
"6759","bond1248","Global"
"6760","tebu1239","Global"
"6761","dogu1235","Global"
"6762","bank1259","Global"
"6763","nang1261","Global"
"6764","bent1238","Global"
"6765","donn1239","Global"
"6766","toro1252","Global"
"6767","tomm1242","Global"
"6768","cent2045","Global"
"6769","bamb1262","Global"
"6770","ganz1246","Global"
"6771","hozo1236","Global"
"6772","seze1235","Global"
"6773","kuja1239","Global"
"6774","akaa1242","Global"
"6775","molo1257","Global"
"6776","kelo1246","Global"
"6777","gaam1241","Global"
"6778","bilm1238","Global"
"6779","mang1399","Global"
"6780","cent2050","Global"
"6781","kane1243","Global"
"6782","tuma1248","Global"
"6783","daza1242","Global"
"6784","teda1241","Global"
"6785","zagh1240","Global"
"6786","ache1245","Global"
"6787","toch1257","Global"
"6788","dagi1241","Global"
"6789","ngil1242","Global"
"6790","ndin1245","Global"
"6791","talo1250","Global"
"6792","lumu1239","Global"
"6793","ikkk1242","Global"
"6794","nyan1313","Global"
"6795","sooo1256","Global"
"6796","laal1242","Global"
"6797","bise1238","Global"
"6798","okod1238","Global"
"6799","orum1241","Global"
"6800","izon1238","Global"
"6801","iban1261","Global"
"6802","kala1381","Global"
"6803","kiri1254","Global"
"6804","nkor1239","Global"
"6805","sout2774","Global"
"6806","defa1248","Global"
"6807","bira1253","Global"
"6808","hadz1240","Global"
"6809","acol1236","Global"
"6810","adho1243","Global"
"6811","luok1236","Global"
"6812","alur1250","Global"
"6813","kuma1275","Global"
"6814","lang1324","Global"
"6815","anua1242","Global"
"6816","shil1265","Global"
"6817","bela1256","Global"
"6818","thur1255","Global"
"6819","luwo1239","Global"
"6820","pari1256","Global"
"6821","buru1301","Global"
"6822","jumj1238","Global"
"6823","maba1273","Global"
"6824","nort2815","Global"
"6825","sout2833","Global"
"6826","nort2816","Global"
"6827","sout2832","Global"
"6828","sout2834","Global"
"6829","nuer1246","Global"
"6830","reel1238","Global"
"6831","bari1284","Global"
"6832","mand1425","Global"
"6833","kakw1240","Global"
"6834","dong1294","Global"
"6835","lopi1242","Global"
"6836","lang1322","Global"
"6837","otuh1238","Global"
"6838","loko1254","Global"
"6839","masa1300","Global"
"6840","samb1315","Global"
"6841","ngas1238","Global"
"6842","nyan1315","Global"
"6843","topo1242","Global"
"6844","turk1308","Global"
"6845","teso1249","Global"
"6846","bian1249","Global"
"6847","bura1273","Global"
"6848","dato1239","Global"
"6849","isim1234","Global"
"6850","omot1239","Global"
"6851","keiy1238","Global"
"6852","teri1244","Global"
"6853","nand1266","Global"
"6854","tuge1241","Global"
"6855","kips1239","Global"
"6856","kups1238","Global"
"6857","saba1262","Global"
"6858","okie1245","Global"
"6859","mark1255","Global"
"6860","poko1263","Global"
"6861","shab1252","Global"
"6862","anfi1235","Global"
"6863","boro1277","Global"
"6864","kafa1242","Global"
"6865","shek1244","Global"
"6866","bask1236","Global"
"6867","male1284","Global"
"6868","dawr1236","Global"
"6869","gofa1235","Global"
"6870","gamo1243","Global"
"6871","dorz1235","Global"
"6872","melo1242","Global"
"6873","oyda1235","Global"
"6874","wola1242","Global"
"6875","char1269","Global"
"6876","kach1284","Global"
"6877","zays1235","Global"
"6878","koor1239","Global"
"6879","benc1235","Global"
"6880","yems1235","Global"
"6881","heib1243","Global"
"6882","laro1243","Global"
"6883","logo1262","Global"
"6884","otor1240","Global"
"6885","koal1240","Global"
"6886","moro1285","Global"
"6887","tira1254","Global"
"6888","shwa1239","Global"
"6889","kooo1244","Global"
"6890","warn1244","Global"
"6891","afit1238","Global"
"6892","amas1236","Global"
"6893","dizi1235","Global"
"6894","nayi1243","Global"
"6895","shek1245","Global"
"6896","ajas1235","Global"
"6897","gbay1288","Global"
"6898","anii1246","Global"
"6899","kxoe1243","Global"
"6900","gana1274","Global"
"6901","gwii1239","Global"
"6902","naro1249","Global"
"6903","kuaa1238","Global"
"6904","tsoa1238","Global"
"6905","shua1254","Global"
"6906","tsix1234","Global"
"6907","kora1292","Global"
"6908","xiri1242","Global"
"6909","nama1264","Global"
"6910","huaa1248","Global"
"6911","xooo1239","Global"
"6912","nuuu1241","Global"
"6913","cent2300","Global"
"6914","juho1239","Global"
"6915","kung1261","Global"
"6916","vase1234","Global"
"6917","hoaa1235","Global"
"6918","arin1244","Global"
"6919","avok1242","Global"
"6920","logo1259","Global"
"6921","keli1248","Global"
"6922","omii1238","Global"
"6923","lugb1240","Global"
"6924","madi1260","Global"
"6925","olub1238","Global"
"6926","sout2828","Global"
"6927","moru1253","Global"
"6928","asoa1238","Global"
"6929","mang1394","Global"
"6930","lomb1254","Global"
"6931","lend1245","Global"
"6932","ndru1234","Global"
"6933","ngit1239","Global"
"6934","bend1260","Global"
"6935","efee1239","Global"
"6936","lese1243","Global"
"6937","mvub1239","Global"
"6938","mang1396","Global"
"6939","mamv1243","Global"
"6940","birr1240","Global"
"6941","ndoo1242","Global"
"6942","bagi1246","Global"
"6943","keng1240","Global"
"6944","bera1261","Global"
"6945","naba1253","Global"
"6946","jaya1242","Global"
"6947","gula1269","Global"
"6948","moro1281","Global"
"6949","disa1239","Global"
"6950","bedj1245","Global"
"6951","gorr1238","Global"
"6952","mang1398","Global"
"6953","dagb1248","Global"
"6954","mbay1241","Global"
"6955","ngam1269","Global"
"6956","gula1268","Global"
"6957","sarr1246","Global"
"6958","kaba1281","Global"
"6959","laka1254","Global"
"6960","ngam1268","Global"
"6961","furu1242","Global"
"6962","sara1319","Global"
"6963","sara1321","Global"
"6964","sara1322","Global"
"6965","kulf1238","Global"
"6966","fong1243","Global"
"6967","kara1482","Global"
"6968","gula1266","Global"
"6969","luto1241","Global"
"6970","vale1250","Global"
"6971","yulu1243","Global"
"6972","baka1274","Global"
"6973","beli1257","Global"
"6974","moda1242","Global"
"6975","moro1284","Global"
"6976","jurm1239","Global"
"6977","nyam1279","Global"
"6978","bong1285","Global"
"6979","siny1243","Global"
"6980","kara1484","Global"
"6981","kend1253","Global"
"6982","maba1277","Global"
"6983","marf1238","Global"
"6984","mass1262","Global"
"6985","surb1238","Global"
"6986","nucl1440","Global"
"6987","kibe1241","Global"
"6988","rung1258","Global"
"6989","komo1258","Global"
"6990","uduk1239","Global"
"6991","opuu1239","Global"
"6992","kwam1249","Global"
"6993","assa1269","Global"
"6994","tama1331","Global"
"6995","miis1236","Global"
"6996","mara1396","Global"
"6997","sand1273","Global"
"6998","dard1243","Global"
"6999","dars1235","Global"
"7000","darf1239","Global"
"7001","njal1239","Global"
"7002","logo1261","Global"
"7003","shat1244","Global"
"7004","lafo1243","Global"
"7005","bert1248","Global"
"7006","didi1258","Global"
"7007","nari1240","Global"
"7008","murl1244","Global"
"7009","tenn1246","Global"
"7010","kaci1244","Global"
"7011","ngaa1241","Global"
"7012","kweg1241","Global"
"7013","meen1242","Global"
"7014","murs1242","Global"
"7015","suri1267","Global"
"7016","maja1242","Global"
"7017","amda1238","Global"
"7018","furr1244","Global"
"7019","nucl1339","Global"
"7020","tese1238","Global"
"7021","bamb1269","Global"
"7022","dyul1238","Global"
"7023","mark1256","Global"
"7024","bolo1266","Global"
"7025","east2426","Global"
"7026","sank1253","Global"
"7027","many1261","Global"
"7028","kony1250","Global"
"7029","koro1306","Global"
"7030","koya1253","Global"
"7031","maho1249","Global"
"7032","woro1256","Global"
"7033","woje1238","Global"
"7034","jaha1245","Global"
"7035","west2500","Global"
"7036","xaas1235","Global"
"7037","mand1436","Global"
"7038","kago1248","Global"
"7039","kita1249","Global"
"7040","kaka1265","Global"
"7041","mixi1241","Global"
"7042","lele1266","Global"
"7043","kura1250","Global"
"7044","kono1268","Global"
"7045","vaii1241","Global"
"7046","jalk1242","Global"
"7047","jeri1242","Global"
"7048","ligb1244","Global"
"7049","susu1250","Global"
"7050","yalu1240","Global"
"7051","band1352","Global"
"7052","zial1235","Global"
"7053","loko1255","Global"
"7054","mend1266","Global"
"7055","loma1260","Global"
"7056","toma1245","Global"
"7057","guin1254","Global"
"7058","libe1247","Global"
"7059","kono1267","Global"
"7060","bank1258","Global"
"7061","dzuu1241","Global"
"7062","kpee1234","Global"
"7063","duun1242","Global"
"7064","seek1238","Global"
"7065","jowu1238","Global"
"7066","nort2819","Global"
"7067","sout2840","Global"
"7068","hain1253","Global"
"7069","jena1242","Global"
"7070","tiem1235","Global"
"7071","tiey1235","Global"
"7072","sini1242","Global"
"7073","soni1259","Global"
"7074","beng1286","Global"
"7075","ngen1256","Global"
"7076","gagu1242","Global"
"7077","mwan1250","Global"
"7078","wann1242","Global"
"7079","dann1241","Global"
"7080","gooa1234","Global"
"7081","tour1242","Global"
"7082","guro1248","Global"
"7083","yaou1238","Global"
"7084","mann1248","Global"
"7085","biss1248","Global"
"7086","boko1266","Global"
"7087","busa1253","Global"
"7088","boko1267","Global"
"7089","kyen1242","Global"
"7090","shan1282","Global"
"7091","maty1235","Global"
"7092","maya1281","Global"
"7093","sout2844","Global"
"7094","dend1243","Global"
"7095","zarm1239","Global"
"7096","humb1243","Global"
"7097","koyr1242","Global"
"7098","tond1249","Global"
"7099","kora1291","Global"
"7100","tada1238","Global"
"7101","tasa1240","Global"
"7102","tagd1238","Global"
"7103","koyr1240","Global"
"7104","siam1242","Global"
"7105","bang1363","Global"
"7106","abai1241","Eurasia"
"7107","moke1242","Eurasia"
"7108","mokl1243","Eurasia"
"7109","achi1257","Eurasia"
"7110","biha1246","Eurasia"
"7111","rade1240","Eurasia"
"7112","jara1266","Eurasia"
"7113","cacg1235","Eurasia"
"7114","chru1239","Eurasia"
"7115","sout3010","Eurasia"
"7116","nort2994","Eurasia"
"7117","tsat1238","Eurasia"
"7118","east2563","Eurasia"
"7119","west2650","Eurasia"
"7120","haro1237","Eurasia"
"7121","stan1306","Eurasia"
"7122","jaku1244","Eurasia"
"7123","temu1239","Eurasia"
"7124","keda1251","Eurasia"
"7125","urak1238","Eurasia"
"7126","mala1479","Eurasia"
"7127","patt1249","Eurasia"
"7128","oran1259","Eurasia"
"7129","oran1258","Eurasia"
"7130","nege1240","Eurasia"
"7131","ment1251","Eurasia"
"7132","aich1238","Eurasia"
"7133","makc1235","Eurasia"
"7134","chad1240","Eurasia"
"7135","maon1241","Eurasia"
"7136","suii1243","Eurasia"
"7137","tenn1245","Eurasia"
"7138","caom1238","Eurasia"
"7139","nort2735","Eurasia"
"7140","lian1256","Eurasia"
"7141","naxi1247","Eurasia"
"7142","sout2741","Eurasia"
"7143","mula1253","Eurasia"
"7144","biao1253","Eurasia"
"7145","daga1277","Eurasia"
"7146","yong1283","Eurasia"
"7147","lakk1238","Eurasia"
"7148","aito1238","Eurasia"
"7149","kham1290","Eurasia"
"7150","kham1291","Eurasia"
"7151","phak1238","Eurasia"
"7152","khun1259","Eurasia"
"7153","nort2740","Eurasia"
"7154","taih1246","Eurasia"
"7155","tail1248","Eurasia"
"7156","shan1277","Eurasia"
"7157","tain1252","Eurasia"
"7158","tail1247","Eurasia"
"7159","luuu1242","Eurasia"
"7160","yong1277","Eurasia"
"7161","taid1248","Eurasia"
"7162","taip1250","Eurasia"
"7163","tayt1241","Eurasia"
"7164","taid1249","Eurasia"
"7165","padi1241","Eurasia"
"7166","taid1250","Eurasia"
"7167","tait1248","Eurasia"
"7168","taiy1242","Eurasia"
"7169","taid1247","Eurasia"
"7170","thai1259","Eurasia"
"7171","laoo1244","Eurasia"
"7172","thai1261","Eurasia"
"7173","sout2746","Eurasia"
"7174","nort2741","Eurasia"
"7175","yoyy1238","Eurasia"
"7176","phua1239","Eurasia"
"7177","phut1244","Eurasia"
"7178","tays1238","Eurasia"
"7179","daiz1235","Eurasia"
"7180","tayy1238","Eurasia"
"7181","minz1236","Eurasia"
"7182","nung1283","Eurasia"
"7183","nong1247","Eurasia"
"7184","yang1286","Eurasia"
"7185","bouy1240","Eurasia"
"7186","east2363","Eurasia"
"7187","tsun1242","Eurasia"
"7188","liuq1235","Eurasia"
"7189","youj1238","Eurasia"
"7190","qiub1238","Eurasia"
"7191","tayk1238","Eurasia"
"7192","eeee1240","Eurasia"
"7193","guib1244","Eurasia"
"7194","kuan1246","Eurasia"
"7195","caol1238","Eurasia"
"7196","guib1245","Eurasia"
"7197","cent2009","Eurasia"
"7198","lian1252","Eurasia"
"7199","liuj1238","Eurasia"
"7200","yong1275","Eurasia"
"7201","yong1276","Eurasia"
"7202","zuoj1238","Eurasia"
"7203","jizh1234","Eurasia"
"7204","ling1262","Eurasia"
"7205","saek1240","Eurasia"
"7206","aoua1234","Eurasia"
"7207","redg1235","Eurasia"
