ISO,Reported endangerment level,Years,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7]
asg,1,40,0.949215085,0.044035066,0.005444011,0.001035886,0.000266405,3.38e-06,1.63e-07
ash,7,40,0,0,0,0,0,0,1
asi,3,40,0.388800918,0.32023537,0.153185796,0.076046373,0.056662442,0.004352147,0.000716954
asj,1,40,0.814013943,0.143794586,0.030453166,0.008430816,0.003217761,8.33e-05,6.42e-06
ask,1,40,0.877794932,0.099295268,0.017316849,0.004183744,0.001379804,2.76e-05,1.79e-06
asl,2,40,0.405630264,0.318186237,0.147786777,0.071804937,0.052126819,0.003849001,0.000615964
asm,1,40,0.996828075,0.002988238,0.000163231,1.78e-05,2.64e-06,1.15e-08,2.83e-10
asn,2,40,0.233381736,0.308534304,0.198635805,0.122709466,0.119977485,0.01371186,0.003049343
aso,1,40,0.9644544,0.031374684,0.003428668,0.000599291,0.000141364,1.53e-06,6.64e-08
asr,1,40,0.767264357,0.17369576,0.041292576,0.012402917,0.00517481,0.000156237,1.33e-05
ass,1,40,0.708795508,0.20785466,0.056089215,0.018431655,0.008496192,0.000303678,2.91e-05
ast,2,40,0.784852506,0.162714137,0.037104594,0.010821882,0.004371728,0.000124879,1.03e-05
asu,3,40,0.215194299,0.302548913,0.202739457,0.129023553,0.131032202,0.015798638,0.003662937
asv,1,40,0.777485084,0.167353564,0.038843233,0.011471323,0.004697923,0.00013739,1.15e-05
asx,1,40,0.807495911,0.148100414,0.031907095,0.008940543,0.003457303,9.16e-05,7.16e-06
asy,3,40,0.456172655,0.30896786,0.131514939,0.059966564,0.040338066,0.002650348,0.000389568
asz,2,40,0.246043927,0.312005364,0.195534544,0.118407103,0.112873837,0.01244387,0.002691355
ata,1,40,0.845588888,0.122305731,0.02369264,0.006160889,0.002197707,5.05e-05,3.6e-06
atb,1,40,0.841985637,0.124811073,0.024439624,0.006403299,0.00230278,5.37e-05,3.86e-06
atd,1,40,0.864710097,0.108779134,0.019840209,0.004945914,0.001686419,3.58e-05,2.42e-06
ate,5,40,0,0,0,0,0,0,1
atg,1,40,0.913329346,0.072573168,0.010972293,0.002399897,0.000712811,1.18e-05,6.77e-07
ati,1,40,0.982308056,0.016034682,0.001403488,0.00021073,4.27e-05,3.45e-07,1.24e-08
atj,1,40,0.512855903,0.293692676,0.113445743,0.048212944,0.02984036,0.001721843,0.000230532
atk,1,40,0.577975656,0.270457032,0.093303926,0.036548976,0.020571127,0.001020528,0.000122754
atl,3,40,0.321844097,0.322639327,0.174172433,0.094476087,0.078466253,0.007085356,0.001316447
atm,5,40,0,0,0,0,0,0,1
atn,3,40,0.590878017,0.265190485,0.08942077,0.034457409,0.019029827,0.000915687,0.000107805
ato,2,40,0.661413199,0.232816475,0.068973056,0.024224773,0.012034472,0.000487177,5.08e-05
atp,1,40,0.320277791,0.322575122,0.174647579,0.094937617,0.079059472,0.007166902,0.001335517
atq,1,40,0.770711759,0.171568795,0.040461629,0.012084701,0.005010744,0.00014968,1.27e-05
atr,1,40,0.346995281,0.32288108,0.16642194,0.087256965,0.069499429,0.005898907,0.001046397
ats,5,40,0,0,0,0,0,0,1
att,1,40,0.423599148,0.315419454,0.142002846,0.067443692,0.047637455,0.00337373,0.000523675
atu,1,40,0.907926488,0.076730139,0.011885735,0.002643906,0.000799261,1.37e-05,8e-07
atv,2,40,0.602890491,0.260099807,0.085842341,0.032572752,0.01767289,0.000826365,9.54e-05
atx,5,40,0,0,0,0,0,0,1
aty,1,40,0.438228265,0.312744611,0.137289699,0.064018195,0.044232013,0.003028542,0.000458675
atz,5,40,0,0,0,0,0,0,1
aua,5,40,0,0,0,0,0,0,1
aub,1,40,0.385686752,0.320554982,0.154181775,0.076848091,0.057538999,0.00445202,0.000737382
auc,2,40,0.592892067,0.264349475,0.088818265,0.034137234,0.018797165,0.000900171,0.000105623
aug,1,40,0.833373806,0.130743277,0.026251018,0.006999982,0.002565491,6.19e-05,4.54e-06
auh,1,40,0.917795607,0.069110403,0.010232092,0.002205666,0.00064525,1.04e-05,5.85e-07
aui,1,40,0.798337871,0.154075307,0.033982166,0.009680698,0.003811488,0.000104153,8.32e-06
auj,4,40,0,0,0,0,0,0,1
auk,1,40,0.89529104,0.086318375,0.014095786,0.003252868,0.001022036,1.87e-05,1.15e-06
aul,1,40,0.605972059,0.258765186,0.084930317,0.032098899,0.017336507,0.000804663,9.24e-05
aum,1,40,0.747317576,0.18575722,0.046193961,0.014324602,0.00619054,0.00019845,1.77e-05
aun,1,40,0.713373565,0.205312012,0.054884867,0.017915776,0.008196962,0.000289336,2.75e-05
aup,1,40,0.810995828,0.145793877,0.031123994,0.008665081,0.0033274,8.71e-05,6.75e-06
auq,3,40,0.130376108,0.254920958,0.212708389,0.159477796,0.200604171,0.032413519,0.009499059
aur,1,40,0.570526025,0.273401307,0.095563853,0.037788811,0.021502241,0.001085565,0.000132198
auu,1,40,0.424878858,0.315200341,0.141590569,0.067139593,0.047330882,0.00334211,0.000517648
auw,4,40,0,0,0,0,0,0,1
aux,7,40,0,0,0,0,0,0,1
auy,1,40,0.958888552,0.036040429,0.004137905,0.000748234,0.000182679,2.11e-06,9.54e-08
ava,1,40,0.929693136,0.059766251,0.008329173,0.001721698,0.000482186,7.17e-06,3.83e-07
avb,1,40,0.760538497,0.177809559,0.042927606,0.01303551,0.0055045,0.000169638,1.47e-05
avd,3,40,0.038817487,0.136964676,0.171830572,0.175619817,0.338679216,0.094047543,0.044040689
ave,7,40,0,0,0,0,0,0,1
avi,1,40,0.88205617,0.096166183,0.016515826,0.003947703,0.00128726,2.52e-05,1.62e-06
avn,1,40,0.915307988,0.071042069,0.010642682,0.00231301,0.000682447,1.12e-05,6.35e-07
avs,7,40,0,0,0,0,0,0,1
avt,1,40,0.950468922,0.043006676,0.005269762,0.000996594,0.000254695,3.2e-06,1.53e-07
avu,1,40,0.941550174,0.050273268,0.006539324,0.001288745,0.000343586,4.67e-06,2.35e-07
avv,5,40,0,0,0,0,0,0,1
awa,1,40,0.979762445,0.01826103,0.001665335,0.000257152,5.36e-05,4.56e-07,1.7e-08
awb,1,40,0.874861497,0.101437692,0.017874276,0.004349713,0.001445577,2.93e-05,1.92e-06
awc,1,40,0.857473628,0.113944372,0.021275697,0.005391596,0.001870901,4.1e-05,2.82e-06
awe,2,40,0.316948746,0.32241883,0.175654085,0.095923226,0.08033462,0.007343469,0.001377025
awh,2,40,0.313700851,0.322240094,0.176631462,0.096890932,0.081597729,0.007520093,0.001418839
awi,1,40,0.977446785,0.020273935,0.001912159,0.000302133,6.44e-05,5.73e-07,2.2e-08
awk,6,40,0,0,0,0,0,0,1
awm,2,40,0.303695873,0.321523161,0.179611452,0.099909904,0.085610642,0.008092615,0.001556353
awn,1,40,0.984624818,0.013995315,0.001174502,0.000171359,3.37e-05,2.58e-07,8.99e-09
awo,1,40,0.762518745,0.176603296,0.042444325,0.012847642,0.005406102,0.000165608,1.43e-05
awr,3,40,0.145835603,0.266537232,0.21251375,0.153983355,0.185125681,0.028152321,0.007852058
aws,2,40,0.693719674,0.216066402,0.060107002,0.020184446,0.009532689,0.000354834,3.5e-05
awt,2,40,0.31052245,0.322039777,0.177583333,0.097843787,0.082852358,0.00769723,0.001461065
awu,1,40,0.764597813,0.175332405,0.041938621,0.012651853,0.005303991,0.000161453,1.39e-05
awv,1,40,0.584123141,0.267973975,0.091448762,0.035543659,0.019825669,0.000969378,0.000115417
aww,1,40,0.270969681,0.317314802,0.18895993,0.110183386,0.10014449,0.010311509,0.002116202
awx,1,40,0.781153867,0.165050341,0.037974584,0.011145614,0.004533676,0.000131051,1.09e-05
awy,2,40,0.618001323,0.253444643,0.08139418,0.030286301,0.016067648,0.000724418,8.15e-05
axg,6,40,0,0,0,0,0,0,1
axk,1,40,0.978233837,0.019591059,0.001827382,0.000286557,6.06e-05,5.32e-07,2.02e-08
axx,3,40,0.513746133,0.293414452,0.113165164,0.048040582,0.0296951,0.001709963,0.000228607
aya,3,40,0.766498239,0.174166744,0.041477895,0.012474188,0.00521172,0.000157723,1.35e-05
ayb,1,40,0.990986855,0.008321451,0.000598905,7.87e-05,1.4e-05,8.75e-08,2.69e-09
ayc,1,40,0.841759321,0.124967972,0.024486758,0.006418667,0.002309474,5.39e-05,3.88e-06
ayd,7,40,0,0,0,0,0,0,1
aye,1,40,0.86271747,0.110207059,0.020232697,0.005066921,0.001736141,3.72e-05,2.52e-06
ayg,1,40,0.912715462,0.073047244,0.011075097,0.002427124,0.000722372,1.2e-05,6.9e-07
ayi,1,40,0.882819514,0.095603525,0.016373437,0.003906052,0.001271055,2.48e-05,1.59e-06
ayk,1,40,0.191131071,0.292629025,0.207373812,0.137583496,0.147419,0.019153926,0.004709671
ayo,1,40,0.568158157,0.274322157,0.096284815,0.03818788,0.021804696,0.001106961,0.000135332
ayq,1,40,0.655687686,0.235662303,0.07057914,0.024982077,0.012520328,0.00051425,5.42e-05
ayr,2,40,0.969721168,0.026911917,0.002788903,0.000470023,0.000106867,1.08e-06,4.47e-08
ayt,2,40,0.400592449,0.31885581,0.149405447,0.073058555,0.053449745,0.003993385,0.000644609
ayu,4,40,0,0,0,0,0,0,1
ayz,1,40,0.755664693,0.180760854,0.044123717,0.013503665,0.00575147,0.000179869,1.57e-05
aza,1,40,0.604731602,0.259303825,0.085297146,0.032289175,0.01747135,0.000813341,9.36e-05
azb,1,40,0.981619939,0.016637948,0.001473247,0.000222958,4.55e-05,3.73e-07,1.36e-08
azg,2,40,0.461373916,0.307774172,0.129844069,0.058822602,0.039264527,0.002549227,0.000371486
azj,1,40,0.975047005,0.022348248,0.002176054,0.000351409,7.65e-05,7.11e-07,2.8e-08
azm,3,40,0.399982048,0.318933712,0.149601445,0.073211375,0.053612019,0.004011231,0.000648169
azo,1,40,0.872823804,0.102920356,0.018264335,0.00446667,0.001492266,3.06e-05,2.01e-06
azt,2,40,0.325361278,0.322761965,0.173101922,0.09344483,0.077149621,0.00690572,0.001274664
azz,1,40,0.876428403,0.100294485,0.01757592,0.004260707,0.001410233,2.84e-05,1.85e-06
baa,1,40,0.832021796,0.131667499,0.02653869,0.007095879,0.00260824,6.32e-05,4.66e-06
bab,1,40,0.481976181,0.302623628,0.12324644,0.054423105,0.035240694,0.002182539,0.000307413
bac,1,40,0.63153106,0.24725268,0.077464286,0.028317421,0.014721801,0.000642163,7.06e-05
bae,5,40,0,0,0,0,0,0,1
baf,2,40,0.57548926,0.271447641,0.094056782,0.036960146,0.020878478,0.001041856,0.000125837
bag,1,40,0.923844698,0.064381604,0.009251776,0.001953485,0.000559297,8.66e-06,4.75e-07
baj,1,40,0.446919159,0.310982335,0.134491263,0.062035442,0.042308458,0.002839498,0.000423845
bak,1,40,0.908750686,0.076098239,0.011745138,0.002606045,0.000785736,1.34e-05,7.8e-07
bam,1,40,0.996485114,0.003305884,0.000185317,2.06e-05,3.1e-06,1.4e-08,3.51e-10
ban,1,40,0.942128436,0.049805493,0.006454936,0.001268918,0.000337426,4.56e-06,2.29e-07
bao,1,40,0.568331789,0.27425488,0.096231906,0.038158535,0.02178241,0.00110538,0.0001351
bap,2,40,0.890107867,0.090198557,0.015031095,0.003518072,0.001121953,2.11e-05,1.32e-06
bar,1,40,0.967630278,0.028689386,0.00303906,0.000519951,0.000120027,1.24e-06,5.27e-08
bas,1,40,0.987488837,0.011455381,0.000904946,0.000126706,2.4e-05,1.69e-07,5.61e-09
bau,1,40,0.84249738,0.124456096,0.024333139,0.006368611,0.002287685,5.33e-05,3.82e-06
bav,1,40,0.910511244,0.074745752,0.011446313,0.002525939,0.000757254,1.28e-05,7.39e-07
baw,1,40,0.80337156,0.150802056,0.03283699,0.0092704,0.003614233,9.71e-05,7.66e-06
bax,1,40,0.987289663,0.011632733,0.000923173,0.000129661,2.46e-05,1.75e-07,5.81e-09
bay,2,40,0.461443995,0.30775779,0.129821568,0.058807282,0.039250226,0.00254789,0.000371248
bba,1,40,0.98688437,0.011993281,0.000960511,0.000135746,2.59e-05,1.86e-07,6.24e-09
bbb,1,40,0.809586802,0.146724,0.031438595,0.008775487,0.003379339,8.89e-05,6.91e-06
bbc,2,40,0.92945722,0.059953266,0.008365897,0.001730817,0.000485183,7.23e-06,3.87e-07
bbd,1,40,0.884877775,0.094083158,0.015991189,0.003794705,0.001227918,2.37e-05,1.51e-06
bbe,1,40,0.806868374,0.148512625,0.03204809,0.008990365,0.00348091,9.24e-05,7.24e-06
bbf,1,40,0.632570272,0.246768092,0.077164567,0.028169214,0.014621872,0.000636176,6.98e-05
bbg,1,40,0.724750806,0.19889508,0.051924399,0.016666436,0.007483545,0.000255943,2.38e-05
bbh,1,40,0.283449266,0.319270035,0.185476767,0.106194271,0.094332483,0.009396777,0.001880402
bbi,2,40,0.565386388,0.275390834,0.097130343,0.038658094,0.022162791,0.001132465,0.000139086
bbj,1,40,0.980028098,0.018029373,0.001637533,0.000252157,5.24e-05,4.44e-07,1.65e-08
bbk,1,40,0.933532515,0.056712616,0.007737486,0.001576039,0.000434725,6.29e-06,3.3e-07
bbl,3,40,0.463753064,0.307213629,0.129080383,0.058303841,0.038781427,0.002504171,0.000363486
bbm,1,40,0.785176382,0.162508884,0.037028688,0.010793755,0.00435772,0.000124349,1.02e-05
bbo,1,40,0.936814071,0.054087405,0.007240848,0.001455673,0.000396126,5.59e-06,2.89e-07
bbp,1,40,0.9111444,0.074258453,0.011339349,0.002497386,0.000747146,1.25e-05,7.25e-07
bbq,1,40,0.771173384,0.171283038,0.04035073,0.012042399,0.004989025,0.000148818,1.26e-05
bbr,1,40,0.910665104,0.07462738,0.011420296,0.002518988,0.000754791,1.27e-05,7.36e-07
bbs,5,40,0,0,0,0,0,0,1
bbt,1,40,0.770519694,0.171687622,0.040507796,0.012102322,0.005019798,0.00015004,1.27e-05
bbu,1,40,0.903593243,0.080039241,0.01263221,0.002846721,0.000872379,1.53e-05,9.1e-07
bbv,1,40,0.729634633,0.196097867,0.050668058,0.016144347,0.00719021,0.00024255,2.23e-05
bbw,1,40,0.89726795,0.084830386,0.013743375,0.00315407,0.000985248,1.79e-05,1.09e-06
bby,1,40,0.780498017,0.165463109,0.038129454,0.011203503,0.004562772,0.000132168,1.1e-05
bca,1,40,0.925682787,0.062935708,0.008959096,0.001879356,0.000534432,8.18e-06,4.45e-07
bcc,1,40,0.983967962,0.014574852,0.001238477,0.000182235,3.62e-05,2.81e-07,9.9e-09
bcd,2,40,0.382108089,0.320898768,0.155324824,0.07777595,0.058561226,0.004569563,0.000761581
bce,1,40,0.717801816,0.202830992,0.053727037,0.017423981,0.007914216,0.000275965,2.6e-05
bcf,1,40,0.947652649,0.045313399,0.005663124,0.001085671,0.000281356,3.63e-06,1.77e-07
bcg,1,40,0.832168055,0.131567611,0.026507527,0.007085475,0.002603596,6.31e-05,4.65e-06
bch,1,40,0.599342503,0.261621978,0.08689545,0.033123174,0.018066049,0.000851953,9.89e-05
bci,1,40,0.994909386,0.00475691,0.000293371,3.47e-05,5.57e-06,2.85e-08,7.72e-10
bcj,4,40,0,0,0,0,0,0,1
bck,4,40,0,0,0,0,0,0,1
bcl,1,40,0.963981717,0.031772892,0.003487617,0.000611455,0.000144678,1.57e-06,6.86e-08
bcm,1,40,0.795063525,0.156190322,0.034733075,0.009952155,0.003943224,0.000108938,8.76e-06
bcn,1,40,0.67876455,0.223965269,0.064168899,0.022006044,0.010641545,0.000411995,4.17e-05
bco,1,40,0.792844655,0.157617209,0.035244588,0.010138157,0.004034047,0.000112268,9.07e-06
bcp,1,40,0.949136672,0.044099305,0.005454955,0.001038363,0.000267146,3.4e-06,1.64e-07
bcq,1,40,0.985487014,0.013232956,0.001091712,0.000157437,3.06e-05,2.29e-07,7.87e-09
bcr,3,40,0.143089556,0.264587738,0.212620015,0.154969124,0.187763544,0.028853689,0.008116335
bcs,1,40,0.930061415,0.059474166,0.00827193,0.001707502,0.000477525,7.09e-06,3.78e-07
bct,1,40,0.884004344,0.094728908,0.016153096,0.003841785,0.001246124,2.42e-05,1.54e-06
bcu,1,40,0.746667642,0.186143164,0.046356295,0.014389542,0.006225594,0.000199955,1.78e-05
bcv,1,40,0.794313877,0.156672972,0.034905651,0.010014811,0.003973768,0.000110055,8.87e-06
bcw,1,40,0.876615838,0.100157552,0.017540323,0.004250115,0.001406038,2.83e-05,1.84e-06
bcy,1,40,0.951946479,0.041791852,0.005066267,0.000951049,0.000241225,2.99e-06,1.42e-07
bcz,2,40,0.928138243,0.060997537,0.008571985,0.00178216,0.000502117,7.55e-06,4.06e-07
bda,1,40,0.938514579,0.052721404,0.006986861,0.001394809,0.000376833,5.25e-06,2.68e-07
bdb,2,40,0.854595798,0.115982869,0.021854254,0.005573618,0.001947289,4.32e-05,3e-06
bdc,2,40,0.674607867,0.226116515,0.065310985,0.022527188,0.010964589,0.000429103,4.38e-05
bdd,1,40,0.923338508,0.064779046,0.009332808,0.001974105,0.000566247,8.8e-06,4.84e-07
bde,1,40,0.950621801,0.042881129,0.005248614,0.000991843,0.000253285,3.18e-06,1.52e-07
bdg,2,40,0.030957452,0.11963693,0.160022748,0.171811212,0.355657326,0.107477714,0.054436617
bdh,1,40,0.867671065,0.106649357,0.019260946,0.004768514,0.001614027,3.38e-05,2.26e-06
bdi,1,40,0.805182742,0.149617833,0.032427695,0.009124845,0.003544802,9.46e-05,7.44e-06
bdj,3,40,0.516088225,0.292677051,0.112427582,0.047588875,0.029315599,0.001679054,0.000223615
bdk,3,40,0.176006129,0.28508862,0.209700287,0.143049105,0.158905283,0.021699859,0.005550716
bdl,2,40,0.660923927,0.233061125,0.069109905,0.024288997,0.012075471,0.000489445,5.11e-05
bdm,1,40,0.925710868,0.062913586,0.008954644,0.001878233,0.000534056,8.17e-06,4.44e-07
bdn,5,40,0,0,0,0,0,0,1
bdo,1,40,0.667121982,0.229941824,0.067381847,0.023482178,0.01156317,0.00046133,4.77e-05
bdp,1,40,0.836919154,0.128310564,0.025500883,0.006751378,0.002455341,5.84e-05,4.25e-06
bdq,1,40,0.892850002,0.088149559,0.014534243,0.003376655,0.001068465,1.98e-05,1.23e-06
bdr,2,40,0.027215972,0.110559998,0.153184712,0.168997765,0.363892787,0.115192991,0.060955774
bds,1,40,0.814327123,0.143586581,0.030383795,0.00840668,0.00320651,8.29e-05,6.38e-06
bdt,1,40,0.977625221,0.020119231,0.00189286,0.000298576,6.35e-05,5.64e-07,2.16e-08
bdu,1,40,0.956321411,0.038175831,0.004475752,0.000821066,0.00020342,2.41e-06,1.11e-07
bdv,1,40,0.760127338,0.178059498,0.043028146,0.013074687,0.005525071,0.000170484,1.48e-05
bdw,2,40,0.376382717,0.321395873,0.157149871,0.079275048,0.060230532,0.004763985,0.000801974
bdx,4,40,0,0,0,0,0,0,1
bdy,3,40,0.022034066,0.096881542,0.1419629,0.163542007,0.375148582,0.127836921,0.072593981
bea,4,40,0,0,0,0,0,0,1
beb,2,40,0.896220271,0.085619514,0.013929838,0.003206267,0.001004654,1.83e-05,1.12e-06
bec,1,40,0.848529701,0.120250773,0.023087835,0.005966209,0.002114036,4.81e-05,3.39e-06
bed,2,40,0.160624051,0.276257988,0.211481643,0.148634946,0.171673667,0.024726953,0.006600753
bee,2,40,0.65672224,0.235150857,0.070288184,0.024844305,0.012431549,0.000509271,5.36e-05
bef,1,40,0.981353427,0.016871304,0.001500472,0.000227759,4.66e-05,3.85e-07,1.41e-08
beg,3,40,0.411285948,0.317378545,0.145967713,0.070413763,0.050675826,0.003692898,0.000585308
beh,1,40,0.931829295,0.058069618,0.007998574,0.001640016,0.000455472,6.67e-06,3.53e-07
bei,2,40,0.702915389,0.21108707,0.057646927,0.019105421,0.008891022,0.000322898,3.13e-05
bej,1,40,0.932889343,0.057225493,0.007835815,0.001600077,0.000442502,6.43e-06,3.39e-07
bek,1,40,0.779081893,0.166352833,0.038464468,0.011328998,0.004625991,0.000134604,1.12e-05
bel,1,40,0.940050303,0.051484438,0.006759502,0.001340735,0.000359822,4.95e-06,2.51e-07
bem,1,40,0.998565644,0.001366122,6.16e-05,5.9e-06,7.74e-07,2.63e-09,5.53e-11
ben,1,40,0.999531803,0.000450981,1.58e-05,1.28e-06,1.43e-07,3.52e-10,6.04e-12
beo,1,40,0.933678625,0.056596031,0.007715194,0.001570598,0.000432968,6.26e-06,3.28e-07
bep,2,40,0.598508338,0.2619776,0.087143514,0.033253339,0.018159403,0.000858064,9.97e-05
beq,1,40,0.913077332,0.072767842,0.011014466,0.002411059,0.000716728,1.19e-05,6.82e-07
bes,1,40,0.623501681,0.250953691,0.079790363,0.029477026,0.01551035,0.000689995,7.69e-05
bet,1,40,0.971681392,0.025238389,0.002559162,0.000424916,9.52e-05,9.32e-07,3.8e-08
beu,1,40,0.766476247,0.174180255,0.041483218,0.012476237,0.005212782,0.000157766,1.35e-05
bev,1,40,0.966329216,0.029791558,0.003197292,0.000551949,0.000128571,1.36e-06,5.8e-08
bex,1,40,0.944836363,0.047608829,0.006063513,0.001177692,0.000309314,4.09e-06,2.02e-07
bey,1,40,0.812789144,0.144607077,0.030724897,0.008525519,0.00326199,8.48e-05,6.55e-06
bez,1,40,0.983329055,0.015137532,0.001301433,0.000193033,3.86e-05,3.05e-07,1.08e-08
bfa,1,40,0.988587493,0.010475067,0.000805887,0.000110823,2.06e-05,1.4e-07,4.55e-09
bfb,1,40,0.968627417,0.027842682,0.002919117,0.00049591,0.000113663,1.16e-06,4.88e-08
bfc,1,40,0.528615611,0.288600695,0.108497593,0.045215721,0.027349845,0.001521962,0.000198573
bfd,1,40,0.96141391,0.03392968,0.003812067,0.000679117,0.000163314,1.83e-06,8.14e-08
bfe,2,40,0.207126486,0.299489644,0.204405101,0.131870193,0.136288217,0.016840229,0.003980131
bff,1,40,0.93282101,0.057279951,0.007846281,0.00160264,0.000443332,6.45e-06,3.39e-07
bfg,1,40,0.6840769,0.221187845,0.062717514,0.021349442,0.010238192,0.000390919,3.92e-05
bfh,1,40,0.50513051,0.296059031,0.115885613,0.049724229,0.031124679,0.001828065,0.000247874
bfj,1,40,0.838056924,0.127527051,0.025261454,0.006672474,0.002420586,5.73e-05,4.16e-06
bfl,1,40,0.96075713,0.03447961,0.003896175,0.000696849,0.000168252,1.9e-06,8.49e-08
bfm,1,40,0.860180323,0.112018991,0.020735515,0.005222882,0.001800632,3.9e-05,2.67e-06
bfn,1,40,0.867397361,0.106846626,0.019314292,0.004784791,0.001620644,3.4e-05,2.28e-06
bfo,1,40,0.968007032,0.028369678,0.002993605,0.000510818,0.000117603,1.21e-06,5.12e-08
bfp,2,40,0.689708437,0.218209321,0.06118914,0.020664877,0.009822046,0.000369513,3.67e-05
bfq,1,40,0.911335143,0.074111557,0.011307178,0.002488811,0.000744114,1.25e-05,7.21e-07
bfs,1,40,0.464238568,0.307098127,0.128924591,0.058198325,0.038683449,0.002495067,0.000361873
bft,1,40,0.971172562,0.025673475,0.002618343,0.000436465,9.81e-05,9.68e-07,3.97e-08
bfu,2,40,0.773942595,0.169564144,0.039687301,0.011790169,0.004859966,0.000143722,1.21e-05
bfw,1,40,0.720065477,0.201554557,0.053137895,0.017175307,0.007772189,0.000269316,2.53e-05
bfy,1,40,0.988918273,0.010179226,0.000776569,0.000106183,1.96e-05,1.32e-07,4.26e-09
bfz,1,40,0.981387118,0.016841814,0.001497024,0.00022715,4.65e-05,3.83e-07,1.4e-08
bga,5,40,0,0,0,0,0,0,1
bgb,1,40,0.244980996,0.311734866,0.195801711,0.11876514,0.113452695,0.012545087,0.002719505
bgc,1,40,0.990335816,0.00890762,0.000653726,8.71e-05,1.57e-05,1.01e-07,3.14e-09
bgd,1,40,0.938169017,0.052999303,0.007038285,0.001407094,0.000380714,5.31e-06,2.72e-07
bge,1,40,0.844957105,0.122746006,0.023823142,0.006203083,0.002215926,5.11e-05,3.64e-06
bgf,1,40,0.784443936,0.162972907,0.037200414,0.010857415,0.00438944,0.000125551,1.03e-05
bgg,1,40,0.612179889,0.256041372,0.083100619,0.031156133,0.016673001,0.000762381,8.66e-05
bgi,3,40,0.682523532,0.222003233,0.063140947,0.021540345,0.010355042,0.000396992,3.99e-05
bgj,1,40,0.840755402,0.125663308,0.024696148,0.006487042,0.002339304,5.48e-05,3.95e-06
bgk,1,40,0.611176007,0.256485024,0.08339581,0.031307523,0.01677903,0.000769091,8.75e-05
bgl,1,40,0.619509074,0.252765434,0.080953715,0.030063252,0.015913477,0.000714845,8.02e-05
bgn,1,40,0.986887432,0.011990558,0.000960228,0.0001357,2.59e-05,1.86e-07,6.24e-09
bgo,5,40,0,0,0,0,0,0,1
bgp,1,40,0.98509321,0.013581396,0.001129356,0.000163746,3.2e-05,2.42e-07,8.37e-09
bgq,1,40,0.971223648,0.025629815,0.002612387,0.0004353,9.78e-05,9.64e-07,3.95e-08
bgr,2,40,0.842822696,0.124230292,0.024265515,0.006346604,0.002278118,5.3e-05,3.8e-06
bgs,1,40,0.826621029,0.135340248,0.02769661,0.007484971,0.002783148,6.89e-05,5.14e-06
bgt,1,40,0.841212693,0.12534671,0.024600708,0.006455855,0.002325689,5.44e-05,3.92e-06
bgu,1,40,0.732738124,0.194307086,0.049874289,0.015816985,0.007007747,0.000234321,2.14e-05
