glottocode	taxon
akka1240	Akkadian
amha1245	Amharic
assy1241	Aramaic
argo1244	Argobba
seba1251	Chaha
gafa1240	Gafat
geez1241	Geez
inor1238	Geto
hara1271	Harari
hars1241	Harsusi
hebr1245	Hebrew
inor1238	Innemor
sheh1240	Jibbali
mehr1241	Mehri
mesm1243	Mesmes
mesq1240	Mesqan
moro1292	Moroccan.Arabic
stan1318	Ogaden.Arabic
kist1241	Soddo
soqo1240	Soqotri
tigr1270	Tigre
tigr1271	Tigrinya
ugar1238	Ugaritic
wola1253	Walani
zayy1238	Zway
