glottocode	taxon
selk1253	Selkup
nene1249	Nenets
hung1274	Hungarian
mans1258	Mansi
fare1244	Khanty
udmu1245	Udmurt
komi1269	Komi
east2328	Mari
erzy1239	Mordvin
nort2671	Northern_Sami
umes1235	Ume_Sami
skol1241	Skolt_Sami
esto1258	Estonian
livv1244	Livonian
kare1335	Karelian
veps1250	Veps
finn1318	Finnish
